farm,method,season,year,month,day,week,location,basin,net_nights,char,trout,filter
23,net,summer,1995,7,17,NA,Ytrifloi,1,NA,7,2,NA
29,net,summer,1995,7,17,NA,NA,2,NA,8,3,NA
13,net,summer,1995,7,17,NA,Ytrifloi,1,NA,6,5,NA
29,net,summer,1995,7,17,NA,NA,2,NA,10,12,NA
30,net,summer,1995,7,17,NA,Ytrifloi,1,NA,12,5,NA
35,net,summer,1995,7,17,NA,NA,2,NA,10,4,NA
14,net,summer,1995,7,17,NA,Sydrifloi,2,NA,2,3,NA
25,net,summer,1995,7,17,NA,Sfloi/OEyja,2,NA,26,72,NA
1,net,summer,1995,7,18,NA,NA,2,NA,NA,8,NA
8,net,summer,1995,7,18,NA,NA,2,NA,17,5,NA
23,net,summer,1995,7,18,NA,Ytrifloi,1,NA,7,4,NA
29,net,summer,1995,7,18,NA,NA,2,NA,8,2,NA
29,net,summer,1995,7,18,NA,NA,2,NA,10,7,NA
4,net,summer,1995,7,18,NA,Sydrifloi,2,NA,6,28,NA
35,net,summer,1995,7,18,NA,NA,2,NA,10,4,NA
25,net,summer,1995,7,18,NA,Sfloi/OEyja,2,NA,26,114,NA
8,net,summer,1995,7,19,NA,NA,2,NA,18,2,NA
23,net,summer,1995,7,19,NA,Ytrifloi,1,NA,7,8,NA
12,net,summer,1995,7,19,NA,Sydrifloi,2,NA,24,27,NA
29,net,summer,1995,7,19,NA,NA,2,NA,8,10,NA
29,net,summer,1995,7,19,NA,NA,2,NA,10,24,NA
15,net,summer,1995,7,19,NA,Ytrifloi,2,NA,5,46,NA
4,net,summer,1995,7,19,NA,Sydrifloi,2,NA,6,16,NA
35,net,summer,1995,7,19,NA,NA,2,NA,10,9,NA
25,net,summer,1995,7,19,NA,Sfloi/OEyja,2,NA,26,128,NA
23,net,summer,1995,7,20,NA,Ytrifloi,1,NA,7,2,NA
29,net,summer,1995,7,20,NA,NA,2,NA,8,4,NA
29,net,summer,1995,7,20,NA,NA,2,NA,10,22,NA
15,net,summer,1995,7,20,NA,Ytrifloi,2,NA,5,12,NA
35,net,summer,1995,7,20,NA,NA,2,NA,10,4,NA
1,net,summer,1995,7,21,NA,NA,2,NA,NA,8,NA
29,net,summer,1995,7,21,NA,NA,2,NA,8,8,NA
29,net,summer,1995,7,21,NA,NA,2,NA,3,3,NA
15,net,summer,1995,7,21,NA,Ytrifloi,2,NA,5,8,NA
5,net,summer,1995,7,22,NA,Ytrifloi,1,NA,7,2,NA
8,net,summer,1995,7,22,NA,NA,2,NA,18,254,NA
16,net,summer,1995,7,22,NA,Ytrifloi,1,NA,2,9,NA
23,net,summer,1995,7,22,NA,Ytrifloi,1,NA,7,5,NA
29,net,summer,1995,7,22,NA,NA,2,NA,8,132,NA
29,net,summer,1995,7,22,NA,NA,2,NA,10,130,NA
15,net,summer,1995,7,22,NA,Ytrifloi,2,NA,5,18,NA
15,net,summer,1995,7,22,NA,Utfloi,1,NA,5,4,NA
30,net,summer,1995,7,22,NA,Ytrifloi,1,NA,12,4,NA
3,net,summer,1995,7,22,NA,V/Dritey,2,NA,10,86,NA
4,net,summer,1995,7,22,NA,Sydrifloi,2,NA,6,72,NA
35,net,summer,1995,7,22,NA,NA,2,NA,10,4,NA
14,net,summer,1995,7,22,NA,Sydrifloi,2,NA,2,6,NA
25,net,summer,1995,7,22,NA,Sfloi/OEyja,2,NA,26,206,NA
5,net,summer,1995,7,23,NA,Ytrifloi,1,NA,7,9,NA
1,net,summer,1995,7,23,NA,NA,2,NA,NA,11,NA
10,net,summer,1995,7,23,NA,NA,2,NA,5,0,NA
8,net,summer,1995,7,23,NA,NA,2,NA,18,192,NA
31,net,summer,1995,7,23,NA,Vogafloi,1,NA,12,7,NA
16,net,summer,1995,7,23,NA,Ytrifloi,1,NA,2,4,NA
23,net,summer,1995,7,23,NA,Ytrifloi,1,NA,7,2,NA
21,net,summer,1995,7,23,NA,Sydrifloi,2,NA,6,4,NA
29,net,summer,1995,7,23,NA,NA,2,NA,8,21,NA
29,net,summer,1995,7,23,NA,NA,2,NA,10,44,NA
15,net,summer,1995,7,23,NA,Ytrifloi,2,NA,5,15,NA
15,net,summer,1995,7,23,NA,Utfloi,1,NA,5,4,NA
30,net,summer,1995,7,23,NA,Ytrifloi,1,NA,12,4,NA
3,net,summer,1995,7,23,NA,V/Dritey,2,NA,7,32,NA
26,net,summer,1995,7,23,NA,Sydrifloi,2,NA,8,31,NA
4,net,summer,1995,7,23,NA,Sydrifloi,2,NA,6,12,NA
35,net,summer,1995,7,23,NA,NA,2,NA,10,22,NA
14,net,summer,1995,7,23,NA,Sydrifloi,2,NA,2,8,NA
25,net,summer,1995,7,23,NA,Sfloi/OEyja,2,NA,26,60,NA
8,net,summer,1995,7,24,NA,NA,2,NA,18,90,NA
31,net,summer,1995,7,24,NA,Vogafloi,1,NA,12,20,NA
16,net,summer,1995,7,24,NA,Ytrifloi,1,NA,2,16,NA
12,net,summer,1995,7,24,NA,Sydrifloi,2,NA,24,4,NA
21,net,summer,1995,7,24,NA,Sydrifloi,2,NA,6,1,NA
29,net,summer,1995,7,24,NA,NA,2,NA,8,81,NA
29,net,summer,1995,7,24,NA,NA,2,NA,10,7,NA
15,net,summer,1995,7,24,NA,Ytrifloi,2,NA,5,13,NA
15,net,summer,1995,7,24,NA,Utfloi,1,NA,5,2,NA
30,net,summer,1995,7,24,NA,Ytrifloi,1,NA,12,14,NA
3,net,summer,1995,7,24,NA,V/Dritey,2,NA,7,12,NA
26,net,summer,1995,7,24,NA,Sydrifloi,2,NA,8,31,NA
4,net,summer,1995,7,24,NA,Sydrifloi,2,NA,6,16,NA
35,net,summer,1995,7,24,NA,NA,2,NA,10,2,NA
14,net,summer,1995,7,24,NA,Sydrifloi,2,NA,2,4,NA
25,net,summer,1995,7,24,NA,Sfloi/OEyja,2,NA,26,73,NA
1,net,summer,1995,7,25,NA,NA,2,NA,NA,20,NA
8,net,summer,1995,7,25,NA,NA,2,NA,18,45,NA
31,net,summer,1995,7,25,NA,Vogafloi,1,NA,12,10,NA
23,net,summer,1995,7,25,NA,Ytrifloi,1,NA,7,1,NA
29,net,summer,1995,7,25,NA,NA,2,NA,8,9,NA
29,net,summer,1995,7,25,NA,NA,2,NA,10,15,NA
15,net,summer,1995,7,25,NA,Ytrifloi,2,NA,5,31,NA
26,net,summer,1995,7,25,NA,Sydrifloi,2,NA,8,14,NA
4,net,summer,1995,7,25,NA,Sydrifloi,2,NA,6,21,NA
14,net,summer,1995,7,25,NA,Sydrifloi,2,NA,2,3,NA
25,net,summer,1995,7,25,NA,Sfloi/OEyja,2,NA,26,66,NA
8,net,summer,1995,7,26,NA,NA,2,NA,18,68,NA
31,net,summer,1995,7,26,NA,Vogafloi,1,NA,12,10,NA
23,net,summer,1995,7,26,NA,Ytrifloi,1,NA,7,1,NA
29,net,summer,1995,7,26,NA,NA,2,NA,8,12,NA
29,net,summer,1995,7,26,NA,NA,2,NA,10,34,NA
15,net,summer,1995,7,26,NA,Utfloi,1,NA,5,8,NA
32,net,summer,1995,7,26,NA,Skurdir,1,NA,12,8,NA
25,net,summer,1995,7,26,NA,Sfloi/OEyja,2,NA,26,70,NA
1,net,summer,1995,7,27,NA,NA,2,NA,NA,17,NA
10,net,summer,1995,7,27,NA,NA,2,NA,5,0,NA
8,net,summer,1995,7,27,NA,NA,2,NA,18,29,NA
31,net,summer,1995,7,27,NA,Vogafloi,1,NA,12,8,NA
23,net,summer,1995,7,27,NA,Ytrifloi,1,NA,7,1,NA
29,net,summer,1995,7,27,NA,NA,2,NA,8,9,NA
29,net,summer,1995,7,27,NA,NA,2,NA,10,14,NA
25,net,summer,1995,7,27,NA,Sfloi/OEyja,2,NA,26,60,NA
31,net,summer,1995,7,28,NA,Vogafloi,1,NA,12,8,NA
29,net,summer,1995,7,28,NA,NA,2,NA,8,16,NA
3,net,summer,1995,7,28,NA,V/Dritey,2,NA,10,17,NA
4,net,summer,1995,7,28,NA,Sydrifloi,2,NA,6,4,NA
35,net,summer,1995,7,28,NA,NA,2,NA,10,9,NA
32,net,summer,1995,7,28,NA,Skurdir,1,NA,12,10,NA
25,net,summer,1995,7,28,NA,Sfloi/OEyja,2,NA,26,74,NA
31,net,summer,1995,7,29,NA,Vogafloi,1,NA,12,4,NA
23,net,summer,1995,7,29,NA,Ytrifloi,1,NA,7,0,NA
29,net,summer,1995,7,29,NA,NA,2,NA,8,26,NA
15,net,summer,1995,7,29,NA,Utfloi,1,NA,5,24,NA
3,net,summer,1995,7,29,NA,V/Dritey,2,NA,10,27,NA
35,net,summer,1995,7,29,NA,NA,2,NA,10,3,NA
32,net,summer,1995,7,29,NA,Sydrifloi,2,NA,12,15,NA
25,net,summer,1995,7,29,NA,Sfloi/OEyja,2,NA,26,96,NA
8,net,summer,1995,7,30,NA,NA,2,NA,18,62,NA
31,net,summer,1995,7,30,NA,Vogafloi,1,NA,12,0,NA
21,net,summer,1995,7,30,NA,Sydrifloi,2,NA,7,8,NA
29,net,summer,1995,7,30,NA,NA,2,NA,8,20,NA
29,net,summer,1995,7,30,NA,NA,2,NA,10,28,NA
15,net,summer,1995,7,30,NA,Ytrifloi,2,NA,5,17,NA
3,net,summer,1995,7,30,NA,V/Dritey,2,NA,10,4,NA
31,net,summer,1995,7,31,NA,Vogafloi,1,NA,12,2,NA
15,net,summer,1995,7,31,NA,Ytrifloi,2,NA,5,12,NA
4,net,summer,1995,7,31,NA,Sydrifloi,2,NA,6,21,NA
14,net,summer,1995,7,31,NA,Sydrifloi,2,NA,2,5,NA
25,net,summer,1995,7,31,NA,Sfloi/OEyja,2,NA,26,76,NA
11,net,summer,1995,8,NA,NA,NA,2,NA,NA,1167,NA
8,net,summer,1995,8,1,NA,NA,2,NA,18,31,NA
31,net,summer,1995,8,1,NA,Vogafloi,1,NA,12,0,NA
23,net,summer,1995,8,1,NA,Ytrifloi,1,NA,7,2,NA
15,net,summer,1995,8,1,NA,Ytrifloi,2,NA,5,15,NA
30,net,summer,1995,8,1,NA,Sydrifloi,2,NA,14,14,NA
25,net,summer,1995,8,1,NA,Sfloi/OEyja,2,NA,26,27,NA
8,net,summer,1995,8,2,NA,NA,2,NA,18,49,NA
29,net,summer,1995,8,2,NA,NA,2,NA,10,22,NA
15,net,summer,1995,8,2,NA,Ytrifloi,2,NA,5,17,NA
25,net,summer,1995,8,2,NA,Sfloi/OEyja,2,NA,26,24,NA
8,net,summer,1995,8,3,NA,NA,2,NA,18,12,NA
31,net,summer,1995,8,3,NA,Vogafloi,1,NA,12,4,NA
29,net,summer,1995,8,3,NA,NA,2,NA,8,29,NA
15,net,summer,1995,8,3,NA,Ytrifloi,2,NA,5,21,NA
3,net,summer,1995,8,3,NA,Sydridloi,2,NA,7,23,NA
14,net,summer,1995,8,3,NA,Sydrifloi,2,NA,2,8,NA
25,net,summer,1995,8,3,NA,Sfloi/OEyja,2,NA,26,39,NA
5,net,summer,1995,8,4,NA,Ytrifloi,1,NA,7,0,NA
8,net,summer,1995,8,4,NA,NA,2,NA,18,22,NA
29,net,summer,1995,8,4,NA,NA,2,NA,10,27,NA
15,net,summer,1995,8,4,NA,Ytrifloi,2,NA,5,12,NA
25,net,summer,1995,8,4,NA,Sfloi/OEyja,2,NA,26,17,NA
5,net,summer,1995,8,5,NA,Sydrifloi,2,NA,7,6,NA
8,net,summer,1995,8,5,NA,NA,2,NA,18,33,NA
16,net,summer,1995,8,5,NA,Ytrifloi,1,NA,2,5,NA
15,net,summer,1995,8,5,NA,Ytrifloi,2,NA,5,13,NA
25,net,summer,1995,8,5,NA,Sfloi/OEyja,2,NA,26,9,NA
5,net,summer,1995,8,6,NA,Sydrifloi,2,NA,7,7,NA
16,net,summer,1995,8,6,NA,Ytrifloi,1,NA,2,3,NA
23,net,summer,1995,8,6,NA,Ytrifloi,1,NA,7,23,NA
12,net,summer,1995,8,6,NA,Sydrifloi,2,NA,24,91,NA
29,net,summer,1995,8,6,NA,NA,2,NA,8,66,NA
29,net,summer,1995,8,6,NA,NA,2,NA,10,120,NA
15,net,summer,1995,8,6,NA,Ytrifloi,2,NA,5,16,NA
15,net,summer,1995,8,6,NA,Framfloi,2,NA,5,43,NA
30,net,summer,1995,8,6,NA,Sydrifloi,2,NA,16,21,NA
3,net,summer,1995,8,6,NA,Sydridloi,2,NA,7,15,NA
14,net,summer,1995,8,6,NA,Sydrifloi,2,NA,2,13,NA
25,net,summer,1995,8,6,NA,Sfloi/OEyja,2,NA,26,79,NA
16,net,summer,1995,8,7,NA,Ytrifloi,1,NA,2,6,NA
23,net,summer,1995,8,7,NA,Ytrifloi,1,NA,7,7,NA
12,net,summer,1995,8,7,NA,Sydrifloi,2,NA,24,35,NA
29,net,summer,1995,8,7,NA,NA,2,NA,10,33,NA
15,net,summer,1995,8,7,NA,Ytrifloi,2,NA,5,14,NA
15,net,summer,1995,8,7,NA,Framfloi,2,NA,5,24,NA
26,net,summer,1995,8,7,NA,N/Rofum,2,NA,8,34,NA
14,net,summer,1995,8,7,NA,Sydrifloi,2,NA,2,3,NA
25,net,summer,1995,8,7,NA,Sfloi/OEyja,2,NA,26,60,NA
31,net,summer,1995,8,8,NA,Vogafloi,1,NA,12,1,NA
16,net,summer,1995,8,8,NA,Ytrifloi,1,NA,2,15,NA
23,net,summer,1995,8,8,NA,Ytrifloi,1,NA,7,2,NA
29,net,summer,1995,8,8,NA,NA,2,NA,8,9,NA
15,net,summer,1995,8,8,NA,Ytrifloi,2,NA,5,9,NA
30,net,summer,1995,8,8,NA,Sydrifloi,2,NA,16,10,NA
25,net,summer,1995,8,8,NA,Sfloi/OEyja,2,NA,26,7,NA
31,net,summer,1995,8,9,NA,Vogafloi,1,NA,12,8,NA
16,net,summer,1995,8,9,NA,Ytrifloi,1,NA,2,5,NA
27,net,summer,1995,8,9,NA,Ytrifloi,1,NA,4,0,NA
15,net,summer,1995,8,9,NA,Ytrifloi,2,NA,5,18,NA
4,net,summer,1995,8,9,NA,Sydrifloi,2,NA,6,17,NA
35,net,summer,1995,8,9,NA,NA,2,NA,10,7,NA
25,net,summer,1995,8,9,NA,Sfloi/OEyja,2,NA,26,66,NA
21,net,summer,1995,8,10,NA,Bolir,3,NA,6,12,NA
27,net,summer,1995,8,10,NA,Ytrifloi,1,NA,4,6,NA
15,net,summer,1995,8,10,NA,Ytrifloi,2,NA,5,13,NA
31,net,summer,1995,8,11,NA,Vogafloi,1,NA,12,17,NA
15,net,summer,1995,8,11,NA,Ytrifloi,2,NA,5,8,NA
8,net,summer,1995,8,12,NA,NA,2,NA,18,32,NA
31,net,summer,1995,8,12,NA,Vogafloi,1,NA,12,14,NA
21,net,summer,1995,8,12,NA,Bolir,3,NA,6,2,NA
15,net,summer,1995,8,12,NA,Ytrifloi,2,NA,5,7,NA
3,net,summer,1995,8,12,NA,Sydridloi,2,NA,7,18,NA
25,net,summer,1995,8,12,NA,Sfloi/OEyja,2,NA,26,65,NA
10,net,summer,1995,8,13,NA,NA,2,NA,5,1,NA
31,net,summer,1995,8,13,NA,Vogafloi,1,NA,12,15,NA
23,net,summer,1995,8,13,NA,Ytrifloi,1,NA,7,8,NA
21,net,summer,1995,8,13,NA,Bolir,3,NA,6,1,NA
27,net,summer,1995,8,13,NA,Ytrifloi,1,NA,4,1,NA
15,net,summer,1995,8,13,NA,Ytrifloi,2,NA,5,13,NA
15,net,summer,1995,8,13,NA,Framfloi,2,NA,5,6,NA
25,net,summer,1995,8,13,NA,Sfloi/OEyja,2,NA,26,103,NA
8,net,summer,1995,8,14,NA,NA,2,NA,18,16,NA
31,net,summer,1995,8,14,NA,Vogafloi,1,NA,12,8,NA
27,net,summer,1995,8,14,NA,Ytrifloi,1,NA,4,2,NA
29,net,summer,1995,8,14,NA,NA,2,NA,8,5,NA
29,net,summer,1995,8,14,NA,NA,2,NA,10,14,NA
32,net,summer,1995,8,14,NA,Skurdir,1,NA,14,20,NA
25,net,summer,1995,8,14,NA,Sfloi/OEyja,2,NA,26,23,NA
5,net,summer,1995,8,15,NA,Sydrifloi,2,NA,7,12,NA
8,net,summer,1995,8,15,NA,NA,2,NA,18,20,NA
15,net,summer,1995,8,15,NA,Framfloi,2,NA,5,36,NA
25,net,summer,1995,8,15,NA,Sfloi/OEyja,2,NA,26,54,NA
1,net,summer,1995,8,16,NA,NA,2,NA,NA,11,NA
10,net,summer,1995,8,16,NA,NA,2,NA,5,0,NA
8,net,summer,1995,8,16,NA,NA,2,NA,18,21,NA
18,net,summer,1995,8,16,NA,Sydrifloi,2,NA,6,20,NA
31,net,summer,1995,8,16,NA,Vogafloi,1,NA,12,7,NA
23,net,summer,1995,8,16,NA,Ytrifloi,1,NA,7,1,NA
27,net,summer,1995,8,16,NA,Ytrifloi,1,NA,4,0,NA
15,net,summer,1995,8,16,NA,Framfloi,2,NA,5,12,NA
30,net,summer,1995,8,16,NA,Sydrifloi,2,NA,16,24,NA
35,net,summer,1995,8,16,NA,NA,2,NA,10,2,NA
18,net,summer,1995,8,17,NA,Sydrifloi,2,NA,6,14,NA
23,net,summer,1995,8,17,NA,Ytrifloi,1,NA,7,11,NA
32,net,summer,1995,8,17,NA,Skurdir,1,NA,14,10,NA
14,net,summer,1995,8,17,NA,Sydrifloi,2,NA,2,2,NA
1,net,summer,1995,8,18,NA,NA,2,NA,NA,22,NA
8,net,summer,1995,8,18,NA,NA,2,NA,18,30,NA
18,net,summer,1995,8,18,NA,Sydrifloi,2,NA,6,8,NA
31,net,summer,1995,8,18,NA,Vogafloi,1,NA,12,8,NA
23,net,summer,1995,8,18,NA,Ytrifloi,1,NA,7,1,NA
29,net,summer,1995,8,18,NA,NA,2,NA,8,13,NA
15,net,summer,1995,8,18,NA,Ytrifloi,2,NA,5,6,NA
30,net,summer,1995,8,18,NA,Sydrifloi,2,NA,16,15,NA
14,net,summer,1995,8,18,NA,Sydrifloi,2,NA,2,0,NA
25,net,summer,1995,8,18,NA,Sfloi/OEyja,2,NA,26,36,NA
10,net,summer,1995,8,19,NA,NA,2,NA,5,2,NA
8,net,summer,1995,8,19,NA,NA,2,NA,18,21,NA
31,net,summer,1995,8,19,NA,Vogafloi,1,NA,12,1,NA
29,net,summer,1995,8,19,NA,NA,2,NA,8,19,NA
29,net,summer,1995,8,19,NA,NA,2,NA,10,26,NA
15,net,summer,1995,8,19,NA,Ytrifloi,2,NA,5,11,NA
3,net,summer,1995,8,19,NA,Sydridloi,2,NA,10,26,NA
4,net,summer,1995,8,19,NA,Sydrifloi,2,NA,6,15,NA
14,net,summer,1995,8,19,NA,Sydrifloi,2,NA,2,4,NA
1,net,summer,1995,8,20,NA,NA,2,NA,NA,20,NA
18,net,summer,1995,8,20,NA,Sydrifloi,2,NA,12,9,NA
31,net,summer,1995,8,20,NA,Framfloi,2,NA,12,50,NA
29,net,summer,1995,8,20,NA,NA,2,NA,10,17,NA
30,net,summer,1995,8,20,NA,Sydrifloi,2,NA,14,13,NA
3,net,summer,1995,8,20,NA,Sydridloi,2,NA,10,29,NA
32,net,summer,1995,8,20,NA,Skurdir,1,NA,8,9,NA
14,net,summer,1995,8,20,NA,Sydrifloi,2,NA,2,1,NA
8,net,summer,1995,8,21,NA,NA,2,NA,18,23,NA
18,net,summer,1995,8,21,NA,Sydrifloi,2,NA,6,6,NA
31,net,summer,1995,8,21,NA,Vogafloi,1,NA,12,0,NA
29,net,summer,1995,8,21,NA,NA,2,NA,10,31,NA
10,net,summer,1995,8,22,NA,NA,2,NA,5,7,NA
8,net,summer,1995,8,22,NA,NA,2,NA,18,32,NA
18,net,summer,1995,8,22,NA,Sydrifloi,2,NA,6,11,NA
31,net,summer,1995,8,22,NA,Framfloi,2,NA,12,3,NA
23,net,summer,1995,8,22,NA,Ytrifloi,1,NA,7,2,NA
29,net,summer,1995,8,22,NA,NA,2,NA,8,7,NA
29,net,summer,1995,8,22,NA,NA,2,NA,10,6,NA
32,net,summer,1995,8,22,NA,Sydrifloi,2,NA,14,40,NA
14,net,summer,1995,8,22,NA,Sydrifloi,2,NA,2,1,NA
25,net,summer,1995,8,22,NA,Sfloi/OEyja,2,NA,26,25,NA
8,net,summer,1995,8,23,NA,NA,2,NA,18,30,NA
31,net,summer,1995,8,23,NA,Framfloi,2,NA,12,56,NA
23,net,summer,1995,8,23,NA,Ytrifloi,1,NA,7,8,NA
29,net,summer,1995,8,23,NA,NA,2,NA,8,7,NA
29,net,summer,1995,8,23,NA,NA,2,NA,10,5,NA
30,net,summer,1995,8,23,NA,Sydrifloi,2,NA,16,44,NA
3,net,summer,1995,8,23,NA,Sydridloi,2,NA,10,19,NA
14,net,summer,1995,8,23,NA,Sydrifloi,2,NA,2,11,NA
25,net,summer,1995,8,23,NA,Sfloi/OEyja,2,NA,26,17,NA
18,net,summer,1995,8,24,NA,Sydrifloi,2,NA,12,10,NA
16,net,summer,1995,8,24,NA,Hrauntangavi,1,NA,2,3,NA
12,net,summer,1995,8,24,NA,Sydrifloi,2,NA,24,33,NA
3,net,summer,1995,8,24,NA,Sydridloi,2,NA,10,6,NA
32,net,summer,1995,8,24,NA,Sydrifloi,2,NA,14,10,NA
14,net,summer,1995,8,24,NA,Sydrifloi,2,NA,2,6,NA
25,net,summer,1995,8,24,NA,Sfloi/OEyja,2,NA,26,25,NA
1,net,summer,1995,8,25,NA,NA,2,NA,NA,20,NA
10,net,summer,1995,8,25,NA,NA,2,NA,5,0,NA
8,net,summer,1995,8,25,NA,NA,2,NA,18,40,NA
31,net,summer,1995,8,25,NA,Framfloi,2,NA,12,80,NA
23,net,summer,1995,8,25,NA,Ytrifloi,1,NA,7,2,NA
29,net,summer,1995,8,25,NA,NA,2,NA,8,12,NA
29,net,summer,1995,8,25,NA,NA,2,NA,10,10,NA
15,net,summer,1995,8,25,NA,Ytrifloi,2,NA,5,28,NA
30,net,summer,1995,8,25,NA,Sydrifloi,2,NA,16,33,NA
3,net,summer,1995,8,25,NA,Sydridloi,2,NA,10,7,NA
4,net,summer,1995,8,25,NA,Sydrifloi,2,NA,6,9,NA
25,net,summer,1995,8,25,NA,Sfloi/OEyja,2,NA,26,26,NA
31,net,summer,1995,8,26,NA,Framfloi,2,NA,12,50,NA
23,net,summer,1995,8,26,NA,Ytrifloi,1,NA,7,2,NA
12,net,summer,1995,8,26,NA,Sydrifloi,2,NA,24,27,NA
21,net,summer,1995,8,26,NA,Sydrifloi,2,NA,7,6,NA
29,net,summer,1995,8,26,NA,NA,2,NA,8,19,NA
29,net,summer,1995,8,26,NA,NA,2,NA,10,22,NA
15,net,summer,1995,8,26,NA,Ytrifloi,2,NA,5,12,NA
15,net,summer,1995,8,26,NA,Utfloi,1,NA,5,15,NA
30,net,summer,1995,8,26,NA,Sydrifloi,2,NA,16,39,NA
3,net,summer,1995,8,26,NA,Sydridloi,2,NA,10,21,NA
26,net,summer,1995,8,26,NA,N/Rofum,2,NA,8,18,NA
4,net,summer,1995,8,26,NA,Sydrifloi,2,NA,6,17,NA
14,net,summer,1995,8,26,NA,Sydrifloi,2,NA,2,1,NA
25,net,summer,1995,8,26,NA,Sfloi/OEyja,2,NA,26,26,NA
1,net,summer,1995,8,27,NA,NA,2,NA,NA,22,NA
16,net,summer,1995,8,27,NA,Hrauntangavi,1,NA,2,4,NA
23,net,summer,1995,8,27,NA,Ytrifloi,1,NA,7,4,NA
21,net,summer,1995,8,27,NA,Sydrifloi,2,NA,7,8,NA
29,net,summer,1995,8,27,NA,NA,2,NA,8,24,NA
13,net,summer,1995,8,27,NA,Ytrifloi,1,NA,6,21,NA
29,net,summer,1995,8,27,NA,NA,2,NA,10,33,NA
15,net,summer,1995,8,27,NA,Ytrifloi,2,NA,5,8,NA
32,net,summer,1995,8,27,NA,Sydrifloi,2,NA,14,52,NA
14,net,summer,1995,8,27,NA,Sydrifloi,2,NA,2,5,NA
25,net,summer,1995,8,27,NA,Sfloi/OEyja,2,NA,26,25,NA
18,net,summer,1995,8,28,NA,Sydrifloi,2,NA,6,8,NA
31,net,summer,1995,8,28,NA,Framfloi,2,NA,12,11,NA
12,net,summer,1995,8,28,NA,Sydrifloi,2,NA,24,25,NA
29,net,summer,1995,8,28,NA,NA,2,NA,8,14,NA
13,net,summer,1995,8,28,NA,Ytrifloi,1,NA,6,12,NA
29,net,summer,1995,8,28,NA,NA,2,NA,10,11,NA
15,net,summer,1995,8,28,NA,Ytrifloi,2,NA,5,4,NA
15,net,summer,1995,8,28,NA,Utfloi,1,NA,5,12,NA
30,net,summer,1995,8,28,NA,Sydrifloi,2,NA,16,40,NA
3,net,summer,1995,8,28,NA,Sydridloi,2,NA,7,8,NA
32,net,summer,1995,8,28,NA,Sydrifloi,2,NA,14,36,NA
25,net,summer,1995,8,28,NA,Sfloi/OEyja,2,NA,26,47,NA
10,net,summer,1995,8,29,NA,NA,2,NA,5,0,NA
31,net,summer,1995,8,29,NA,Framfloi,2,NA,12,40,NA
16,net,summer,1995,8,29,NA,Hrauntangavi,1,NA,2,0,NA
29,net,summer,1995,8,29,NA,NA,2,NA,8,10,NA
13,net,summer,1995,8,29,NA,Ytrifloi,1,NA,6,8,NA
29,net,summer,1995,8,29,NA,NA,2,NA,10,27,NA
15,net,summer,1995,8,29,NA,Ytrifloi,2,NA,5,11,NA
30,net,summer,1995,8,29,NA,Sydrifloi,2,NA,16,23,NA
14,net,summer,1995,8,29,NA,Sydrifloi,2,NA,2,4,NA
25,net,summer,1995,8,29,NA,Sfloi/OEyja,2,NA,26,66,NA
18,net,summer,1995,8,30,NA,Sydrifloi,2,NA,12,12,NA
31,net,summer,1995,8,30,NA,Framfloi,2,NA,12,50,NA
23,net,summer,1995,8,30,NA,Ytrifloi,1,NA,7,7,NA
13,net,summer,1995,8,30,NA,Ytrifloi,1,NA,6,7,NA
30,net,summer,1995,8,30,NA,Sydrifloi,2,NA,16,23,NA
32,net,summer,1995,8,30,NA,Skurdir,1,NA,14,20,NA
25,net,summer,1995,8,30,NA,Sfloi/OEyja,2,NA,26,57,NA
23,net,summer,1995,8,31,NA,Ytrifloi,1,NA,7,15,NA
29,net,summer,1995,8,31,NA,NA,2,NA,8,39,NA
29,net,summer,1995,8,31,NA,NA,2,NA,10,30,NA
15,net,summer,1995,8,31,NA,Utfloi,1,NA,5,12,NA
25,net,summer,1995,8,31,NA,Sfloi/OEyja,2,NA,26,34,NA
11,net,summer,1995,9,NA,NA,NA,2,NA,NA,1288,NA
31,net,summer,1995,9,1,NA,Framfloi,2,NA,12,30,NA
16,net,summer,1995,9,1,NA,Hrauntangavi,1,NA,2,4,NA
15,net,summer,1995,9,1,NA,Ytrifloi,2,NA,5,12,NA
14,net,summer,1995,9,1,NA,Sydrifloi,2,NA,2,5,NA
25,net,summer,1995,9,1,NA,Sydrifloi,2,NA,26,29,NA
18,net,summer,1995,9,2,NA,Sydrifloi,2,NA,6,5,NA
31,net,summer,1995,9,2,NA,Framfloi,2,NA,12,30,NA
16,net,summer,1995,9,2,NA,Hrauntangavi,1,NA,2,4,NA
23,net,summer,1995,9,2,NA,Ytrifloi,1,NA,7,9,NA
21,net,summer,1995,9,2,NA,Sydrifloi,2,NA,7,2,NA
29,net,summer,1995,9,2,NA,NA,2,NA,8,39,NA
29,net,summer,1995,9,2,NA,NA,2,NA,10,31,NA
15,net,summer,1995,9,2,NA,Ytrifloi,2,NA,5,8,NA
15,net,summer,1995,9,2,NA,Framfloi,2,NA,5,10,NA
32,net,summer,1995,9,2,NA,Sydrifloi,2,NA,16,35,NA
14,net,summer,1995,9,2,NA,Sydrifloi,2,NA,2,5,NA
25,net,summer,1995,9,2,NA,Sydrifloi,2,NA,26,48,NA
31,net,summer,1995,9,3,NA,Framfloi,2,NA,12,10,NA
16,net,summer,1995,9,3,NA,Hrauntangavi,1,NA,2,0,NA
